autor,titulo,poema,numero_total_estrofas,versos_por_estrofa,distribucion_silabas_estrofas,entropia_lexica_sust_adj
vicente aleixandre,al cielo,"
        El puro azul ennoblece
        mi corazón. Sólo tú, ámbito altísimo
        inaccesible a mis labios, das paz y calma plenas
        al agitado corazón con que estos años vivo.

        Reciente la historia de mi juventud, alegre todavía
        y dolorosa ya, mi sangre se agita, recorre su cárcel
        y, roja de oscura hermosura, asalta el muro
        débil del pecho, pidiendo tu vista,
        cielo feliz que en la mañana rutilas,
        que asciendes entero y majestuoso presides
        mi frente clara, donde mis ojos te besan.

        Luego declinas, ¡oh sereno, oh puro don de la altura!,
        cielo intocable que siempre me pides, sin cansancio, mis besos,
        como de cada mortal, virginal, solicitas.
        Sólo por ti mi frente pervive al sucio embate de la sangre.

        Interiormente combatido de la presencia dolorida y feroz,
        recuerdo impío de tanto amor y de tanta belleza,
        una larga espada tendida como sangre recorre
        mis venas, y sólo tú, cielo agreste, intocado,
        das calma a este acero sin tregua que me yergue en el mundo.

        Baja, baja dulce para mí y da paz a mi vida.
        Hazte blando a mi frente como una mano tangible
        y oiga yo como un trueno que sea dulce una voz
        que, azul, sin celajes, clame largamente en mi cabellera.

        Hundido en ti, besado del azul poderoso y materno,
        mis labios sumidos en tu celeste luz apurada
        sientan tu roce meridiano, y mis ojos
        ebrios de tu estelar pensamiento te amen,
        mientras así peinado suavemente por el soplo de los astros,
        mis oídos escuchan al único amor que no muere.
    ",6,"[4, 7, 4, 5, 4, 6]","{1: [8, 15, 16, 14], 2: [18, 18, 16, 11, 14, 15, 12], 3: [19, 21, 17, 20], 4: [22, 16, 16, 16, 19], 5: [16, 16, 14, 20], 6: [18, 15, 12, 12, 19, 14]}",6.3637132757501895
vicente aleixandre,amarga boca,"
no es lo mismo la boca
hecha para besar (toda boca a besar y a morir dispuesta se abre)
y que besó viviente,
que esa otra que no halló nunca un beso
y que guarda su ardor para otro beso último.

la soledad viviente
gastó su fuerza extrema
y apurada se mira en ese rostro, acaso,
más que cansado, fijo,
todo corteza propia.
aquí viose algún día
el sol, en unos ojos
azules cuando vierte
su amanecer el monte más que rojo;
o cuando más gallardo
el píe pisaba lumbres
recientes o, avanzando,
sonaba ei guijo puro entre las aguas.

la juventud risueña,
el dardo en venas finas,
los pulsos dadivosos,
hacia el confín latían. ¡ah, cuán ligados
con la fina verdad del mundo a solas!

todo era cuerpo humano,
besos desde las cimas,
promesas inseguras pero cuán ciertas, luces,
y una palabra todo,
redonda: el universo.

pero el tiempo, el esfuerzo,
las piedras, la montaña,
el crepúsculo estéril,
todo en su curva dulce se hizo bronco,
mondo al fin como el páramo.

páramo en esta noche,
boca contra otros fríos
cuando el rostro ahora asume
su fin y es su corteza.
igual que muere el día
hoy nace: el mismo acaba.
y la mano se extiende
a la luz o a la lluvia,
a la noche continua,
como esa rama sola de un invierno.

boca que acaso supo
y conoció, o no sabe,
porque no conocer es saber último.
",7,"[5, 13, 5, 5, 5, 10, 3]","{1: [8, 22, 7, 12, 15], 2: [7, 8, 13, 7, 7, 6, 6, 6, 11, 7, 7, 7, 13], 3: [7, 9, 8, 11, 13], 4: [8, 8, 16, 7, 7], 5: [9, 8, 9, 13, 10], 6: [8, 5, 9, 8, 6, 8, 8, 8, 7, 11], 7: [7, 8, 12]}",5.905511031453121
vicente aleixandre,amor del cielo,"
a julio maruri.

no sé. por esos aires ligeros, por esas ligeras manos,
por esos ojos que todavía bajo el celaje aún brillan.
por ti, verdor perenne, incipiente hermosura, juventud de estos valles.
por esa que adivino canción entre unos labios,
que muy lejos aún se oye, y lentamente fina.

por todo, temerosa piedad que como mano, para mi frente quieta,
desciendes y me aduermes, y, tierna, me murmuras,
¡oh soledad! si cierro mis ojos, aún te escucho,
mano de dios piadosa que tibia me regalas.

música a los oídos cansados. luz cernida
para los turbios ojos. piel graciosa
todavía para mi frente cruda, que largamente acepta.

¡ah, qué descanso, vida! blandos árboles
no insisten. quietos alzan su copa en pos de un cielo
que grave condesciende. ah, no, mis labios nunca,
nunca te huyeron, tibia turgencia dadivosa
de un cielo pleno y puro que hasta mis labios baja.

hermosa luz tus besos, tangible. hermoso cielo, carne
sutil, tan lenta, intacta que arrullas hoy mi vida.
tú rozas, rozas dulce... te siento. nunca acabes...
",6,"[1, 5, 4, 3, 5, 3]","{1: [6], 2: [18, 16, 24, 13, 14], 3: [21, 16, 16, 15], 4: [15, 11, 17], 5: [12, 17, 14, 16, 16], 6: [18, 16, 16]}",5.774907789986084
vicente aleixandre,bajo la tierra,"
no. no. nunca. jamás.
mi corazón no existe.
será inútil que vosotros, uno a uno, como árboles desnudos,
paséis cuando la tierra gira.
inútil que la luz suene en las hojas como un viento querido
e imite dulcemente un corazón que llama.

no. yo soy la sombra oscura que en las raíces de los árboles
se curva como serpiente emitiendo una música.
serpiente gruesa que como tronco de árbol
bajo tierra respira sin sospechar un césped.

yo sé que existe un cielo. a caso un dios que sueña.
sé que ese azul radiante que lleváis en los ojos
es un cielo pequeño con un oro dormido.

bajo tierra se vive. la humedad es la sangre.
hay lombrices pequeñas como niños no nacidos.
hay tubérculos que hacia dentro crecen como las flores.
ignoran que en lo sumo y en libertad los pétalos
son rosas, amarillos, carmines o inocentes.

hay piedras que nunca serán ojos. hay hierbas que son saliva triste.
hay dientes en la tierra que en medio de los sueños
se mueven y mastican lo que nunca es el beso.

debajo de la tierra hay, más honda, la roca,
ja desnuda, la purísima roca donde solo podrían vivir seres humanos,
donde el calor es posible a las carnes desnudas
que allí aplicadas serían flores soberbias, límpidas.

hay agua bajo la tierra. agua oscura, ¿sabéis?
agua sin cielo.
agua que muda espera por milenios el rostro,
el puro o cristalino rostro que se refleje,
o ese plumón de pájaro que rasga un cielo abierto.

más hondo, más, el fuego purifica.
es el fuego desierto donde nunca descienden.
destierro prohibido a las almas, a las sombras.
entrañas que se abrasan de soledad sin numen.

no sois vosotros, los que vivís en el mundo,
los que pasáis o dormís entre blancas cadenas,
los que voláis acaso con nombre de poniente,
o de aurora o de cénit,
no sois los que sabréis el destino de un hombre.
",9,"[6, 4, 3, 5, 3, 4, 5, 4, 5]","{1: [7, 7, 21, 9, 19, 14], 2: [18, 15, 13, 14], 3: [16, 13, 13], 4: [15, 16, 16, 17, 14], 5: [20, 15, 15], 6: [15, 25, 16, 17], 7: [13, 4, 14, 14, 16], 8: [12, 14, 16, 14], 9: [14, 15, 13, 10, 13]}",6.226636531627803
vicente aleixandre,cabeza dormida,"
        Estaban todos ahí, diseminados, agrupados, en un rincón de la vieja plaza del pueblo.
        Viejos algunos, jóvenes otros, cansados aquellos, de piedra sucesiva todos, en las largas horas de espera.
        Algunos llevaban cuerdas sobre los hombros, rudas maromas sin ocupación, o sacos, o eran ya solo,
        en la mañana sobrepasada,
        sus largos brazos caídos.

        En su pupila el azul, el castaño, el dorado levitador, el verde vivísimo,
        yacía invisible como bajo la tenue capa de polvo.
        Respiraban en la quieta plaza, sentados o echados sobre los bancos, con sol en la piedra.
        Al sol de la piedra.

        Este mostraba su arcilla prieta, levemente desmoronada, cubierta de sueño.
        Y un rubor de cabello pobre, canoso o dormido, a la vez suave y áspero, se extendía sobre la testa.
        Cabeza de plata mate, ¿dónde vista? ; sí, un día, velazqueña, en un lienzo.
        Los Borrachos, Vallecas, Coria, Breda... Dormida,
        en la plaza del pueblo.
    ",3,"[5, 4, 5]","{1: [29, 37, 32, 10, 8], 2: [28, 18, 28, 6], 3: [26, 35, 25, 16, 7]}",5.700356820511614
vicente aleixandre,canción a una muchacha muerta,"
dime, dime el secreto de tu corazón virgen,
dime el secreto de tu cuerpo bajo tierra,
quiero saber por qué ahora eres un agua,
esas orillas frescas donde unos pies desnudos se bañan con espuma.

dime por qué sobre tu pelo suelto,
sobre tu dulce hierba acariciada,
cae, resbala, acaricia, se va
un sol ardiente o reposado que te toca
como un viento que lleva sólo un pájaro o mano.

dime por qué tu corazón como una selva diminuta
espera bajo tierra los imposibles pájaros,
esa canción total que por encima de los ojos
hacen los sueños cuando pasan sin ruido.

oh tú, canción que a un cuerpo muerto o vivo,
que a un ser hermoso que bajo el suelo duerme,
cantas color de piedra, color de beso o labio,
cantas como si el nácar durmiera o respirara.

esa cintura, ese débil volumen de un pecho triste,
ese rizo voluble que ignora el viento,
esos ojos por donde sólo boga el silencio,
esos dientes que son de marfil resguardado,
ese aire que no mueve unas hojas no verdes...

¡oh tú, cielo riente, que pasas como nube;
oh pájaro feliz, que sobre un hombro ríes;
fuente que, chorro fresco, te enredas con la luna;
césped blando que pisan unos pies adorados!
",6,"[4, 5, 4, 4, 5, 4]","{1: [15, 14, 11, 19], 2: [11, 11, 9, 14, 17], 3: [18, 16, 13, 12], 4: [14, 15, 15, 16], 5: [16, 13, 13, 12, 13], 6: [13, 14, 15, 12]}",6.025299735518876
vicente aleixandre,cantad pájaros,"
        Pájaros, las caricias de vuestras alas puras
        no me podrán quitar la entristecida
        memoria. ¡Qué clara pasión de un labio
        dice el gorjeo de vuestro pecho puro!

        Cantad por mí, pájaros centelleantes
        que en el ardiente bosque convocáis alegría
        y ebrios de luz os alzáis como lenguas
        hacia el azul que inspirado os adopta.

        Cantad por mí, pájaros que nacéis cada día
        y en vuestro grito expresáis la inocencia
        del mundo. Cantad, cantad, y elevaos con el alma
        que me arrancáis, y no vuelva a la tierra.
    ",3,"[4, 4, 4]","{1: [14, 12, 12, 12], 2: [11, 14, 11, 12], 3: [13, 13, 16, 12]}",4.735926350629033
vicente aleixandre,ciudad del paraíso,"
        Siempre te ven mis ojos, ciudad de mis días marinos.
        Colgada del imponente monte, apenas detenida
        en tu vertical caída a las ondas azules,
        pareces reinar bajo el cielo, sobre las aguas,
        intermedia en los aires, como si una mano dichosa
        te hubiera retenido, un momento de gloria, antes de hundirte para siempre en las olas amantes.

        Pero tú duras, nunca desciendes, y el mar suspira
        o brama por ti, ciudad de mis días alegres,
        ciudad madre y blanquísima donde viví y recuerdo,
        angélica ciudad que, más alta que el mar, presides sus espumas.

        Calles apenas, leves, musicales. Jardines
        donde flores tropicales elevan sus juveniles palmas gruesas.
        Palmas de luz que sobre las cabezas, aladas,
        mecen el brillo de la brisa y suspenden
        por un instante labios celestiales que cruzan
        con destino a las islas remotísimas, mágicas,
        que allá en el azul índigo, libertadas, navegan.

        Allí también viví, allí, ciudad graciosa, ciudad honda.
        Allí, donde los jóvenes resbalan sobre la piedra amable,
        y donde las rutilantes paredes besan siempre
        a quienes siempre cruzan, hervidores, en brillos.

        Allí fui conducido por una mano materna.
        Acaso de una reja florida una guitarra triste
        cantaba la súbita canción suspendida en el tiempo;
        quieta la noche, más quieto el amante,
        bajo la luna eterna que instantánea transcurre.

        Un soplo de eternidad pudo destruirte,
        ciudad prodigiosa, momento que en la mente de un Dios emergiste.
        Los hombres por un sueño vivieron, no vivieron,
        eternamente fúlgidos como un soplo divino.

        Jardines, flores. Mar alentando como un brazo que anhela
        a la ciudad voladora entre monte y abismo,
        blanca en los aires, con calidad de pájaro suspenso
        que nunca arriba. ¡Oh ciudad no en la tierra!

        Por aquella mano materna fui llevado ligero
        por tus calles inerávidas. Pie desnudo en el día.
        Píe desnudo en la noche. Luna grande. Sol puro.
        Allí el cielo eras tú, ciudad que en él morabas.
        Ciudad que en él volabas con tus alas abiertas.
    ",8,"[6, 4, 7, 4, 5, 4, 4, 5]","{1: [16, 16, 14, 15, 17, 30], 2: [18, 12, 17, 22], 3: [16, 19, 15, 13, 14, 17, 16], 4: [15, 17, 15, 15], 5: [13, 15, 17, 11, 15], 6: [12, 20, 16, 14], 7: [17, 15, 17, 13], 8: [15, 16, 15, 15, 14]}",6.43827559707206
vicente aleixandre,"como la mar, los besos","
        No importan los emblemas
        ni las vanas palabras que son un soplo sólo.
        Importa el eco de lo que oí y escucho.
        Tu voz, que muerta vive, como yo que al pasar
        aquí aún te hablo.
        Eras más consistente,
        más duradera, no porque te besase,
        ni porque en ti asiera firme a la existencia.
        Sino porque como la mar
        después que arena invade temerosa se ahonda.
        En verdes o en espumas la mar, se aleja.
        Como ella fue y volvió tú nunca vuelves.

        Quizá porque, rodada
        sobre playa sin fin, no pude hallarte.
        La huella de tu espuma,
        cuando el agua se va, queda en los bordes.

        Sólo bordes encuentro. Sólo el filo de voz que
        en mí quedara.
        Como un alga tus besos.
        Mágicos en la luz, pues muertos tornan.
    ",3,"[12, 4, 4]","{1: [8, 14, 13, 15, 5, 6, 12, 14, 7, 15, 14, 13], 2: [7, 13, 8, 12], 3: [15, 5, 9, 12]}",4.696131794257844
vicente aleixandre,con todo respeto,"
árboles, mujeres y niños
son todo lo mismo: fondo.
las voces, los cariños, la nitidez, la alegría,
este saber que al fin estamos todos.
¡sí! los diez dedos que miro.

ahora el sol no es horrendo como una mejilla dispuesta;
no es un ropaje, ni una linterna sin habla.
no es tampoco la respuesta que se escucha con las rodillas,
o esa dificultad de tocar las fronteras con lo más blanco
de los ojos.
es ya el sol la verdad, la lucidez, la constancia.
se dialoga con la montaña,
se la cambia por el corazón:
se puede seguir marchando ligero.
el ojo del pez, si arribamos al río,
es justo la imagen de la dicha que dios nos prepara,
el beso ardentísimo que nos quebranta los huesos.

sí. al fin es la vida. oh, qué hermosura de huevo
este amplio regalo que nos tiende ese valle,
esta limitación sobre la que apoyar la cabeza
para oír la mejor música, la de los planetas distantes.

vamos todos de prisa,
acerquémonos a la hoguera.
vuestras manos de pétalos y las mías de cáscara,
estas deliciosas improvisaciones que nos mostramos,
valen para quemarlas, para mantener la confianza en el mañana,
para que la conversación pueda seguir ignorando la ropa.
yo ignoro la ropa. ¿y tú?
yo vestido con trescientos vestidos o cáñamo,
envueltos en mis ropones más broncos,
conservo la dignidad de la aurora y alardeo de desnudeces.

si me acariciáis yo creeré que está descargando una tormenta
y preguntaré si los rayos son de siete colores.
o a lo mejor estaré pensando en el aire
y en esa ligera brisa que riza la piel indefensa.

con la punta del pie no me río,
más bien conservo mi dignidad,
y si me muevo por la escena lo hago como un excelente,
como la más incauta hormiguita.

así por la mañana o por la tarde
cuando llegan las multitudes yo saludo con el gesto,
y no les muestro el talón porque eso es una grosería.
antes bien, les sonrío, les tiendo la mano,
dejo escapar un pensamiento, una mariposa irisada,
mientras rubrico mi protesta convirtiéndome en estiércol.
",7,"[5, 12, 4, 10, 4, 4, 6]","{1: [10, 8, 18, 13, 8], 2: [18, 14, 20, 18, 4, 17, 9, 10, 11, 11, 16, 17], 3: [16, 14, 16, 18], 4: [7, 9, 15, 17, 22, 18, 9, 15, 12, 21], 5: [19, 16, 15, 17], 6: [9, 10, 20, 11], 7: [11, 16, 16, 12, 18, 18]}",6.401434555699369
